"transformation_type","input_items","output_items","metadata"
"trading","[""Compass"", ""Emerald""]","[""Ocean Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Compass"", ""Emerald""]","[""Trial Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Item Frame""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Banner""]","{""villager_type"": ""Cartographer""}"
"trading","[""Emerald""]","[""Globe Banner Pattern""]","{""villager_type"": ""Cartographer""}"
"trading","[""Compass"", ""Emerald""]","[""Woodland Explorer Map""]","{""villager_type"": ""Cartographer""}"
"trading","[""Rotten Flesh""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Emerald""]","[""Redstone Dust""]","{""villager_type"": ""Cleric""}"
"trading","[""Gold Ingot""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Emerald""]","[""Lapis Lazuli""]","{""villager_type"": ""Cleric""}"
"trading","[""Rabbit's Foot""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Emerald""]","[""Glowstone""]","{""villager_type"": ""Cleric""}"
"trading","[""Turtle Scute""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Glass Bottle""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Emerald""]","[""Ender Pearl""]","{""villager_type"": ""Cleric""}"
"trading","[""Nether Wart""]","[""Emerald""]","{""villager_type"": ""Cleric""}"
"trading","[""Emerald""]","[""Bottle o' Enchanting""]","{""villager_type"": ""Cleric""}"
"trading","[""Wheat""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Potato""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Carrot""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Beetroot""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Bread""]","{""villager_type"": ""Farmer""}"
"trading","[""Pumpkin""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Pumpkin Pie""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Apple""]","{""villager_type"": ""Farmer""}"
"trading","[""Melon""]","[""Emerald""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Cookie""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Suspicious Stew""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Cake""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Golden Carrot""]","{""villager_type"": ""Farmer""}"
"trading","[""Emerald""]","[""Glistering Melon Slice""]","{""villager_type"": ""Farmer""}"
"trading","[""String""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Coal""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Emerald""]","[""Bucket of Cod""]","{""villager_type"": ""Fisherman""}"
"trading","[""Raw Cod"", ""Emerald""]","[""Cooked Cod""]","{""villager_type"": ""Fisherman""}"
"trading","[""Raw Cod""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Emerald""]","[""Campfire""]","{""villager_type"": ""Fisherman""}"
"trading","[""Raw Salmon"", ""Emerald""]","[""Cooked Salmon""]","{""villager_type"": ""Fisherman""}"
"trading","[""Raw Salmon""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Emerald""]","[""Enchanted Fishing Rod""]","{""villager_type"": ""Fisherman""}"
"trading","[""Tropical Fish (item)""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Pufferfish (item)""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Boat""]","[""Emerald""]","{""villager_type"": ""Fisherman""}"
"trading","[""Stick""]","[""Emerald""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald""]","[""Arrow""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald"", ""Gravel""]","[""Flint""]","{""villager_type"": ""Fletcher""}"
"trading","[""Flint""]","[""Emerald""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald""]","[""Bow""]","{""villager_type"": ""Fletcher""}"
"trading","[""String""]","[""Emerald""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald""]","[""Crossbow""]","{""villager_type"": ""Fletcher""}"
"trading","[""Feather""]","[""Emerald""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald""]","[""Enchanted Bow""]","{""villager_type"": ""Fletcher""}"
"trading","[""Tripwire Hook""]","[""Emerald""]","{""villager_type"": ""Fletcher""}"
"trading","[""Emerald""]","[""Enchanted Crossbow""]","{""villager_type"": ""Fletcher""}"
"trading","[""Arrow"", ""Emerald""]","[""Tipped Arrow""]","{""villager_type"": ""Fletcher""}"
"trading","[""Leather""]","[""Emerald""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Leather Pants""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Leather Tunic""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Flint""]","[""Emerald""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Leather Cap""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Leather Boots""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Rabbit Hide""]","[""Emerald""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Turtle Scute""]","[""Emerald""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Leather Horse Armor""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Emerald""]","[""Saddle""]","{""villager_type"": ""Leatherworker""}"
"trading","[""Paper""]","[""Emerald""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Bookshelf""]","{""villager_type"": ""Librarian""}"
"trading","[""Book"", ""Emerald""]","[""Enchanted Book""]","{""villager_type"": ""Librarian""}"
"trading","[""Book""]","[""Emerald""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Lantern""]","{""villager_type"": ""Librarian""}"
"trading","[""Ink Sac""]","[""Emerald""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Glass""]","{""villager_type"": ""Librarian""}"
"trading","[""Book and Quill""]","[""Emerald""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Compass""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Clock""]","{""villager_type"": ""Librarian""}"
"trading","[""Emerald""]","[""Name Tag""]","{""villager_type"": ""Librarian""}"
"trading","[""Clay Ball""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Brick""]","{""villager_type"": ""Mason""}"
"trading","[""Stone""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Chiseled Stone Bricks""]","{""villager_type"": ""Mason""}"
"trading","[""Granite""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Andesite""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Diorite""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Dripstone Block""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Andesite Variants""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Diorite Variants""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Granite Variants""]","{""villager_type"": ""Mason""}"
"trading","[""Nether Quartz""]","[""Emerald""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Stained Terracotta""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Glazed Terracotta""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Quarz Variants""]","{""villager_type"": ""Mason""}"
"trading","[""Emerald""]","[""Block of Quartz""]","{""villager_type"": ""Mason""}"
"trading","[""Wool""]","[""Emerald""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Shears""]","{""villager_type"": ""Shepherd""}"
"trading","[""Dye""]","[""Emerald""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Wool""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Carpet""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Bed""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Banner""]","{""villager_type"": ""Shepherd""}"
"trading","[""Emerald""]","[""Painting""]","{""villager_type"": ""Shepherd""}"
"trading","[""Coal""]","[""Emerald""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Axe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Shovel""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Pickaxe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Hoe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Iron Ingot""]","[""Emerald""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Bell""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Flint""]","[""Emerald""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Iron Axe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Iron Shovel""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Iron Pickaxe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Diamond""]","[""Emerald""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Diamond Axe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Diamond Shovel""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Emerald""]","[""Enchanted Diamond Pickaxe""]","{""villager_type"": ""Toolsmith""}"
"trading","[""Coal""]","[""Emerald""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Emerald""]","[""Axe""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Emerald""]","[""Enchanted Iron Sword""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Iron Ingot""]","[""Emerald""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Emerald""]","[""Bell""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Flint""]","[""Emerald""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Diamond""]","[""Emerald""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Emerald""]","[""Enchanted Diamond Axe""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Emerald""]","[""Enchanted Diamond Sword""]","{""villager_type"": ""Weaponsmith""}"
"trading","[""Hay Bale""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Potion""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Baked Potato""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Milk Bucket""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Water Bucket""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Fermented Spider Eye""]","[""Emerald""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Packed Ice""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Gunpowder""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Log""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Podzol""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Potion""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Blue Ice""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Enchanted Iron Pickaxe""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Fern""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Sugar Cane""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pumpkin""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Dandelion""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Poppy""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Allium""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Azure Bluet""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Red Tulip""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Orange Tulip""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""White Tulip""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pink Tulip""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Oxeye Daisy""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Cornflower""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Blue Orchid""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Lily of the Valley""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Open Eyeblossom""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Wheat Seeds""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Beetroot Seeds""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pumpkin Seeds""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Melon Seeds""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Dye""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Vines""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pale Hanging Moss""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Brown Mushroom""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Red Mushroom""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Lily Pad""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Small Dripleaf""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Sand""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Red Sand""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pointed Dripstone""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Rooted Dirt""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Moss Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Pale Moss Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Wildflowers""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Tall Dry Grass""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Sea Pickle""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Glowstone""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Bucket of Tropical Fish""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Bucket of Pufferfish""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Kelp""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Cactus""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Brain Coral Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Bubble Coral Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Fire Coral Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Horn Coral Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Tube Coral Block""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Firefly Bush""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Slimeball""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Saplings""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Mangrove Propagule""]","{""villager_type"": ""Wandering Trader""}"
"trading","[""Emerald""]","[""Nautilus Shell""]","{""villager_type"": ""Wandering Trader""}"
"mob_drop","[""Armadillo""]","[""Armadillo Scute""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""Rabbit's foot""]","{""probability"": 0.1613}"
"mob_drop","[""Cat""]","[""Rabbit hide""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""String""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""Rotten flesh""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""Feather""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""Raw chicken""]","{""probability"": 1.0}"
"mob_drop","[""Cat""]","[""Phantom membrane""]","{""probability"": 0.0322}"
"mob_drop","[""Fox""]","[""Emerald""]","{""probability"": 1.0}"
"mob_drop","[""Fox""]","[""Rabbit's Foot""]","{""probability"": 1.0}"
"mob_drop","[""Fox""]","[""Rabbit Hide""]","{""probability"": 1.0}"
"mob_drop","[""Fox""]","[""Egg""]","{""probability"": 0.04}"
"mob_drop","[""Fox""]","[""Wheat""]","{""probability"": 1.0}"
"mob_drop","[""Fox""]","[""Leather""]","{""probability"": 1.0}"
"mob_drop","[""Fox""]","[""Feather""]","{""probability"": 0.03}"
"mob_drop","[""Evoker""]","[""Totem Of Undying""]","{}"
"mob_drop","[""Evoker""]","[""Emerald""]","{}"
"mob_drop","[""Vindicator""]","[""Emerald""]","{}"
"mob_drop","[""Vindicator""]","[""Ominous Bottle""]","{}"
"mob_drop","[""Witch""]","[""Redstone Dust""]","{}"
"mob_drop","[""Witch""]","[""Glass Bottle""]","{}"
"mob_drop","[""Witch""]","[""Glowstone Dust""]","{}"
"mob_drop","[""Witch""]","[""Gunpowder""]","{}"
"mob_drop","[""Witch""]","[""Spider Eye""]","{}"
"mob_drop","[""Witch""]","[""Sugar""]","{}"
"mob_drop","[""Witch""]","[""Stick""]","{}"
